name,region,website,address,phone
Stroykomplektkomi,Республика Коми,skkomi.ru,"ул. Печорская, 50, Сыктывкар, Респ. Коми, Русија, 167000",+7 912 863-99-88
Smzreal,Республика Коми,smzreal.ru,"Сысольское ш., 7/3, Сыктывкар, Респ. Коми, Русија, 167000",+7 821 224-24-61
"Palitra, Magazin Otdelochnykh Materialov",Республика Коми,smzreal.ru,"ул. Огородная, 6, Сыктывкар, Респ. Коми, Русија, 167000",+7 821 257-79-06
Stroymaterialy-K,Республика Коми,smzreal.ru,"Коммунистическая ул. 7, ТЦ Звездный, Сыктывкар, Коми респ., 167000, Сыктывкар, Респ. Коми, Русија, 167000",+7 821 229-19-01
Stroy-Ekonom,Республика Коми,vk.com,"ул. Булгаковой, 22, Печора, Респ. Коми, Русија, 169600",+7 821 427-17-32
"Stroyberi, Magazin",Республика Коми,s-be.ru,"ул. Колхозная, 44/2, Сыктывкар, Респ. Коми, Русија, 167000",+7 821 223-91-21
Al'fatorg,Республика Коми,s-be.ru,"ул. Колхозная, 52/2, Сыктывкар, Респ. Коми, Русија, 167004",+7 821 221-10-50
Stroyberi,Республика Коми,s-be.ru,"Ухтинское ш., 4, Сыктывкар, Респ. Коми, Русија, 167026",+7 821 221-10-50
Fanera-Severa.rf,Республика Коми,s-be.ru,"ул. Молодёжная, 2/2, Жешарт, Респ. Коми, Русија, 169045",+7 909 120-46-44
Teplovik-Stroymaterialy,Республика Коми,s-be.ru,"1В, Уральская ул., Ухта, Респ. Коми, Русија, 169302",+7 821 675-66-00
Магазин СтройМатериалов,Республика Коми,s-be.ru,"Октябрьская ул., 18, Ярега, Респ. Коми, Русија, 169347",+7 821 675-66-00
Gals,Республика Коми,isover.ru,"ул. Заводская, 3, Ухта, Респ. Коми, Русија, 169300",+7 821 674-22-94
Kvartirnyy Vopros,Республика Коми,isover.ru,"ул. Строителей, 4, Усинск, Респ. Коми, Русија, 169711",+7 821 444-25-93
"""Zhalyuzibra""",Республика Коми,zhaluzibra.ru,"пр. Ленина, 6, Ухта, Респ. Коми, Русија, 169312",+7 821 677-73-45
Ideya Parketa,Республика Коми,zhaluzibra.ru,"пр. Космонавтов, 7, Ухта, Респ. Коми, Русија, 169300",+7 912 501-09-09
"Ooo ""Stroytorg"" Usinsk",Республика Коми,zhaluzibra.ru,"Промышленная ул., 26/4, Усинск, Респ. Коми, Русија, 169710",+7 821 444-53-56
Khozmir,Республика Коми,zhaluzibra.ru,"ул. Свердлова, 10к1, Жешарт, Респ. Коми, 169045, ул. Свердлова, 10 корпус 1, Жешарт, Респ. Коми, Русија, 169045",+7 821 444-53-56
"Khoztorg, Khozyaystvennyy Magazin",Республика Коми,zhaluzibra.ru,"ул. Мира, 48, лит. А, Сыктывкар, Респ. Коми, Русија, 167000",+7 821 262-73-24
Magazin Otdelochnykh Materialov,Республика Коми,vk.com,"Огородная ул., 2, склад № 8, Сыктывкар, Респ. Коми, Русија, 167031",+7 821 220-23-29
"Baza ""Severnyye Stroymaterialy""",Республика Коми,vk.com,"Станционная ул., 6, Ухта, Респ. Коми, Русија, 169304",+7 821 677-83-88
Novinka,Республика Коми,vk.com,"ул. Интернациональная, 8, 8, Кожва, Респ. Коми, Русија, 169663",+7 821 429-50-15
"Promsnabkomi, Ooo",Республика Коми,vk.com,"ул. Коммунистическая, 7, Сыктывкар, Респ. Коми, Русија, 167000",+7 821 226-08-40
Vodaley,Республика Коми,vk.com,"Troitsko-Pechorsk, Komi Republic, Русија, 169420",+7 821 226-08-40
Kirpich,Республика Коми,vk.com,"Пермская ул., 30/1, Сыктывкар, Респ. Коми, Русија, 167009",+7 821 226-08-40
Doska Pola,Республика Коми,vk.com,"Октябрьский пр., 131/4, Сыктывкар, Респ. Коми, Русија, 167000",+7 821 226-08-40
Napol'nyye Pokrytiya,Республика Коми,vk.com,"пр. Космонавтов, 7, Ухта, Респ. Коми, Русија, 169300",+7 821 226-08-40
"Magazin Santekhniki ""Magnit""",Республика Коми,vk.com,"ул. Советская, 35, Печора, Респ. Коми, Русија, 169601",+7 821 226-08-40
"Magazin Master Avtoaksessuarov I Masel, Instrument",Республика Коми,vk.com,"1-я Промышленная ул., Сыктывкар, Респ. Коми, Русија, 167022",+7 900 978-09-99
QUICK STEP,Республика Коми,syktyvkar.quickstep.ru,"ул. Пушкина, 63, Сыктывкар, Респ. Коми, Русија, 167000",+7 821 244-60-45
Vso Dlya Krovli I Fasada,Республика Коми,syktyvkar.krovli-fasadi.ru,"Северная ул., 81, Сыктывкар, Респ. Коми, Русија, 167009",+7 821 246-90-46
"Santekhnika,",Республика Коми,syktyvkar.krovli-fasadi.ru,"Интернациональная ул., 57, Ухта, Респ. Коми, Русија, 169300",+7 821 246-90-46
Mirta,Республика Коми,syktyvkar.krovli-fasadi.ru,"ул. Дзержинского, 98, Емва, Респ. Коми, Русија, 169200",+7 821 246-90-46
Stroy-Tsentr,Республика Коми,syktyvkar.krovli-fasadi.ru,"Пермская ул., 1/14, Сыктывкар, Респ. Коми, Русија, 167009",+7 821 246-90-46
Tbm,Республика Коми,tbm.ru,"Октябрьский пр., 131/6, Сыктывкар, Респ. Коми, Русија, 167000",+7 821 223-94-23
Ekopol,Республика Коми,tbm.ru,"ул. Морозова, 133, Сыктывкар, Респ. Коми, Русија, 167002",+7 821 229-66-68
Irina Magazin,Республика Коми,tbm.ru,"Строителей ул. 13/А, Усинск, Коми респ., 169711, Усинск, Респ. Коми, Русија, 169711",+7 821 444-36-60
"Khozyain, Magazin Stroitel'no-Otdelochnykh Materialov",Республика Коми,tbm.ru,"ул. Орджоникидзе, 16, Сыктывкар, Русија, 167000",+7 821 255-93-07
Avangard,Республика Коми,tbm.ru,"Комсомольская ул., 2/2, Сосногорск, Респ. Коми, Русија, 169500",+7 821 255-93-07
"Stroitel'nyy Mir,",Республика Коми,tbm.ru,"ул. Колхозная, 56/3, Сыктывкар, Респ. Коми, Русија, 167002",+7 821 256-80-92
Salon Keramicheskoy Plitki,Республика Коми,tbm.ru,"ул. Пионерская, 12, Ухта, Респ. Коми, Русија, 169300",+7 912 955-99-03
Oktyabr',Республика Коми,tbm.ru,"9, Печорский пр-т., Печора, Респ. Коми, Русија, 169600",+7 912 955-99-03
Khatka Ooo,Республика Коми,хатка11.рф,"Сыктывкар, Коми респ., 167009, Школьная ул., 29, Сыктывкар, Респ. Коми, Русија, 167009",+7 821 257-87-01
"Pechki-Lavochki, Magazin",Республика Коми,p-lavochki.com,"Ухтинское ш., 12, Сыктывкар, Респ. Коми, Русија, 169100",+7 908 710-44-54
"SHOPSAN.RU, магазин сантехники",Республика Коми,shopsan.ru,"ул. Куратова, 79, Сыктывкар, Респ. Коми, Русија, 167000",+7 965 860-68-08
Stroydvor Polatovo,Республика Коми,polatovo.com,"ул. Маркова, 12, Сыктывкар, Респ. Коми, Русија, 167000",+7 821 256-75-15
"Torgovyy Dom ""Krepezh""",Республика Коми,polatovo.com,"ул. Булгаковой, 2Д, Печора, Респ. Коми, Русија, 169600",+7 821 256-75-15
Parus,Республика Коми,parus-komi.ru,"Комсомольская пл., 5, Ухта, Респ. Коми, Русија, 169313",+7 821 672-32-58
Arista,Республика Коми,arista-rk.ru,"Новая ул., 1/6, Сыктывкар, Респ. Коми, Русија, 167009",+7 821 229-61-11
Khozservis,Республика Коми,arista-rk.ru,"Inta, Komi Republic, Русија, 169840",+7 821 229-61-11
Timan Magazin,Республика Коми,arista-rk.ru,"Комсомольская ул. 20/А, Усинск, Коми респ., 169711, Усинск, Респ. Коми, Русија, 169711",+7 821 444-12-02
GrossHaus,Республика Коми,250505.ru,"Коммунистическая ул., 31, Емва, Респ. Коми, Русија, 169200",+7 821 229-11-63
Granit Tsentr,Республика Коми,250505.ru,"Vorkuta, Komi Republic, Русија, 169915",+7 821 516-80-69
"""Enkor""",Республика Коми,enkor.ru,"ул. Сенюкова, 2а, Ухта, Респ. Коми, Русија, 169300",+7 821 674-42-70
Stroy Dvor Torgovaya Kompaniya,Республика Коми,stroydvor11.ru,"Лесопарковая ул., 12/4, Сыктывкар, Респ. Коми, Русија, 167023",+7 821 232-15-85
"Metiz, Set' Magazinov Krepezhnykh Izdeliy",Республика Коми,метиз-сыктывкар.рф,"ул. Заводская, 21/1, Сыктывкар, Респ. Коми, Русија, 167000",+7 904 271-52-26
"Magazin ""Tekhkomplekt""",Республика Коми,метиз-сыктывкар.рф,"Печорский пр-т., 56, Печора, Респ. Коми, Русија, 169600",+7 996 590-99-91
Tarkett,Республика Коми,метиз-сыктывкар.рф,"ул. 40 Лет Коми, 3/16, Ухта, Респ. Коми, Русија, 169300",+7 996 590-99-91
"Stroyberi, Magazin Stroitel'nykh Materialov",Республика Коми,метиз-сыктывкар.рф,"Сысольское ш., 3/2, Сыктывкар, Русија, 167000",+7 821 221-10-29
Торговый Дом Строитель,Калининградская область,tdstroitel.ru,"ул. Юрия Гагарина, 239, Калининград, Калининградская обл., Русија, 236038",+7 401 277-72-39
"Stroitel'nyye I Otdelochnyye Materialy ""Som"" Magazin",Калининградская область,tdstroitel.ru,"ул. Гранитная, 8, Гурьевск, Калининградская обл., Русија, 238300",+7 401 513-15-28
Td Stroitel',Калининградская область,tdstroitel.ru,"ул. Суворова, 54А/2, Калининград, Калининградская обл., Русија, 236005",+7 401 513-15-28
"Rapchinskiy V.v., Magazin Stroitel'nykh Tovarov",Калининградская область,tdstroitel.ru,"ул. Дзержинского, 117, Калининград, Калининградская обл., Русија, 236004",+7 401 513-15-28
"Torgovyy Dom ""Printsip"", Set' Magazinov Stroitel'nykh Materialov",Калининградская область,princip39.ru,"Проспект Победы 139А ул.Камская 2Б, склад №1, Советский пр., 186, корп.1, Калининград, Калининградская обл., Русија, 236010",+7 401 296-00-90
Perminovstroy Stroitel'nyye Materialy,Калининградская область,перминов-строй.рф,"ул. Горького, 283 А, Калининград, Калининградская обл., Русија, 236001",+7 963 290-47-55
СМАРТ магазин строительных материалов,Калининградская область,smartkd.ru,"Советский пр., 159, Калининград, Калининградская обл., Русија, 236023",+7 401 231-18-55
"БСМ, База стройматериалов",Калининградская область,baza-bsm.ru,"ул. Александра Невского, 205, Калининград, Калининградская обл., Русија, 236029",+7 401 299-95-55
"Sigran, Magazin Stroitel'nykh Tovarov",Калининградская область,baza-bsm.ru,"Тихорецкий туп., 1/3, Калининград, Калининградская обл., Русија, 236011",+7 401 297-56-12
Td Stroypartner,Калининградская область,baza-bsm.ru,"ул. Энергетиков, 4, Калининград, Калининградская обл., Русија, 236034",+7 401 273-23-97
"Ooo ""Kma39""",Калининградская область,baza-bsm.ru,"ул. Эльблонгская, 30, Калининград, Калининградская обл., Русија, 236039",+7 401 253-81-91
"Stroitel'nyye Materialy Khozyain, Magazin",Калининградская область,baza-bsm.ru,"ул. Балтийская, 53, Гурьевский р-н, пос. Малое Исаково, Калининградская обл., Русија, 238310",+7 401 251-45-75
Baucenter,Калининградская область,baucenter.ru,"Гурьевский р-н, ул. Московский проспект 1-й съезд, Калининград, Калининградская обл., Русија, 238311",+7 401 299-93-00
Our store,Калининградская область,baucenter.ru,"ул. Колхозная, 26, Калининград, Калининградская обл., Русија, 238324",+7 401 258-39-60
ID СТРОЙ,Калининградская область,baucenter.ru,"ул. Гранитная, 1, Гурьевск, Калининградская обл., Русија, 238300",+7 401 267-46-25
Eko-Pol,Калининградская область,eco-pol.com,"пр-т. Мира, 84, пав. 36, Калининград, Калининградская обл., Русија, 236010",+7 401 250-92-26
Принцип Торг,Калининградская область,princip39.ru,"пр-т Победы, 139А, Калининград, Калининградская обл., Русија, 236010",+7 401 296-00-90
Chrisal,Калининградская область,princip39.ru,"ул. Мусоргского, 19, Офис 4, Калининград, Калининградская обл., Русија, 236029",+7 909 777-96-01
"Ooo ""Vest Treyd""",Калининградская область,вт39.рф,"ул. Индустриальная, 3, Калининград, Калининградская обл., Русија, 236038",+7 401 237-94-44
"Shop ""Nail""",Калининградская область,gvozd39.ru,"ул. Флотская, 9, Калининград, Калининградская обл., Русија, 236006",+7 911 460-90-74
"Мегаполис, Строительные Материалы",Калининградская область,megapolys.com,"пр-т. Мира, 142, Калининград, Калининградская обл., Русија, 236010",+7 401 299-81-67
"""Fanfiks"" Torgovaya Stroitel'naya Kompaniya. Stroitel'nyye Materialy V Kaliningrade",Калининградская область,fanfix.ru,"ул. Краснокаменная, 44а, Калининград, Калининградская обл., Русија, 236001",+7 401 246-61-14
Stroy-Kaliningrad,Калининградская область,fanfix.ru,"пр-т. Ленинский, 32, Калининград, Калининградская обл., Русија, 236006",+7 401 246-61-14
"Ruck Zuck, Магазин",Калининградская область,fanfix.ru,"ул. Полоцкая, 1, ТЦ МАСТЕР, Калининград, Калининградская обл., Русија, 236039",+7 401 253-32-20
Knauf,Калининградская область,knauf.ru,"пр-т. Мира, 136, Офис 330, Калининград, Калининградская обл., Русија, 236010",+7 401 252-34-55
KOSBUD,Калининградская область,kosbud.com.pl,"ул. Промышленная, 1 к3, Калининград, Калининградская обл., Русија, 236029",+7 401 256-50-70
Silk Plaster Калининград,Калининградская область,silkhouse39.ru,"ул. Генерала Челнокова, 42, Калининград, Калининградская обл., Русија, 236001",+7 401 292-08-42
Trade Guild,Калининградская область,gildiya39.ru,"а, ул. Индустриальная, 3а, Невское, Калининградская обл., Русија, 238324",+7 962 256-96-69
LION СТРОЙ & ХОЗМАРКЕТ,Калининградская область,gildiya39.ru,"ул. Дрожжевая, 1а, Калининград, Калининградская обл., Русија, 238300",+7 911 466-45-79
Amega-Stroy - Krovel'nyye I Fasadnyye Materialy,Калининградская область,amegastroi.ru,"Люблинское ш., д 42, Калининград, Калининградская обл., Русија, 236019",+7 967 042-00-58
Torgovyy Dom Raskras,Калининградская область,raskras39.ru,"Третьяковская ул., 2, Калининград, Калининградская обл., Русија, 236023",+7 401 252-38-48
Yevrostil',Калининградская область,eurostyle-kld.ru,"ал. Каштановая, 177Б, Калининград, Калининградская обл., Русија, 236023",+7 401 259-09-95
"Kar-Vit, Magazin Otdelochnykh Materialov I Santekhniki",Калининградская область,eurostyle-kld.ru,"ул. Дзержинского, 246, Калининград, Калининградская обл., Русија, 236034",+7 401 273-22-65
Qmix,Калининградская область,qmix.pro,"283, ул. Горького, Калининград, Калининградская обл., Русија, 236029",+7 401 252-27-77
Apriori,Калининградская область,apriori-kd.ru,"ТЦ ""Балтик Престиж"", пл. Маршала Василевского, 2, Калининград, Калининградская обл., Русија, 236006",+7 401 290-07-75
"ООО ""Капелев и М""",Калининградская область,kapelev.ru,"ул. Безымянная, 2, Гурьевск, Калининградская обл., Русија, 238300",+7 401 292-08-07
Dveri V Dom,Калининградская область,kapelev.ru,"Kaliningrad Oblast, Русија, 236029",+7 401 292-08-07
"Ooo ""Mtv Plyus""",Калининградская область,kapelev.ru,"Туруханская ул., 1, Калининград, Калининградская обл., Русија, 236019",+7 401 257-32-68
Construction and household goods,Калининградская область,kapelev.ru,"ул. Дзержинского, 117, Калининград, Калининградская обл., Русија, 236034",+7 401 268-77-77
Grandpesok39,Калининградская область,kapelev.ru,"ул. Безымянная, 13, Гурьевск, Калининградская обл., Русија, 238300",+7 902 422-41-82
Gidroprof,Калининградская область,gidrobet.ru,"ул. Толбухина, 20, Калининград, Калининградская обл., Русија, 236001",+7 401 251-08-02
Elementy Doma Sklad,Калининградская область,elementdoma.ru,"ул. Большая Окружная, 3 А, Невское, Калининградская обл., Русија, 236029",+7 401 231-08-21
"Printsip, Magazin",Калининградская область,princip39.ru,"ул. Камская, 2-а, Склад 1, Калининград, Русија, 236005",+7 401 265-02-72
Lkm-Servis,Калининградская область,princip39.ru,"ул. Суворова, 54, Калининград, Калининградская обл., Русија, 236005",+7 401 263-68-36
"Khozstroysnab-Ugol', Drova, Tsement, Brikety Kaliningrad",Калининградская область,hst-kaliningrad.ru,"Советский пр., 192А, Калининград, Калининградская обл., Русија, 236023",+7 981 450-25-32
dcm39,Калининградская область,dcm39.ru,"Московский пр., 40, Калининград, Калининградская обл., Русија, 236000",+7 401 290-70-90
Umnyy Dom Kaliningrad,Калининградская область,fulogy.ru,"ул. Профессора Баранова, 31, Калининград, Калининградская обл., Русија, 236029",+7 911 460-25-56
Shop roofing and facade materials Villa-Balt,Калининградская область,villa-balt.com,"ул. Камская, 63, Калининград, Калининградская обл., Русија, 236000",+7 401 266-02-22
Dobornyye Elementy Dlya Krovli I Sten,Калининградская область,villa-balt.com,"ул. Космонавта Леонова, 49A, Калининград, Калининградская обл., Русија, 236006",+7 401 277-88-48
Klondayk,Калининградская область,villa-balt.com,"Советский пр., 159ж, Калининград, Калининградская обл., Русија, 236023",+7 401 231-18-01
Detali,Калининградская область,detals.su,"ул. Железнодорожная, 41, Калининград, Калининградская обл., Русија, 236039",+7 908 290-03-54
Ooo Rapid,Калининградская область,rapidkld.ru,"ул. Большая Окружная, 6, Калининград, Калининградская обл., Русија, 236039",+7 401 238-88-24
Cork House,Калининградская область,corkdom39.com,"64A RU-KGD RU 236028, улица Космонавта Леонова, Калининград, Калининградская обл., Русија, 236023",+7 401 291-21-02
Sadovyy I Stroitel'nyy Instrument,Калининградская область,corkdom39.com,"ул. Киевская, 124, Калининград, Калининградская обл., Русија, 236005",+7 401 291-21-02
Pesok Kaliningrad,Калининградская область,material39.ru,"ул. Партизана Железняка, 19, Калининград, Калининградская обл., Русија, 236038",+7 906 239-81-73
"Tsentr Blagoustroystva ""Baltiyskiye Landshafty""",Калининградская область,sadfasad.wixsite.com,"ул. Мусоргского, 10, Калининград, Калининградская обл., Русија, 236022",+7 963 737-87-02
Dom&Decor,Калининградская область,dom-decor.com,"пр-т Победы, 157А, Калининград, Калининградская обл., Русија, 236010",+7 401 256-53-75
Tekhnoizol,Калининградская область,tehnoizol39.ru,"ул. Юрия Гагарина, 230, Калининград, Калининградская обл., Русија, 236038",+7 401 251-53-11
KLESTER System,Калининградская область,klester.ru,"ул. Большая Окружная, улица, 18, Калининград, Калининградская обл., Русија, 236009",+7 800 350-35-60
"Obshchestvo S Ogranichennoy Otvetstvennost'yu ""Internet Resheniya Prozon.ru""",Калининградская область,prozon.ru,"236039, 3 этаж, к.301, ул. Портовая, 45а, Калининград, Калининградская обл., Русија, 236006",+7 800 300-72-13
Klinker,Калининградская область,prozon.ru,"ул. Портовая, 34, Калининград, Калининградская обл., Русија, 236000",+7 401 265-59-47
Информ-Эксперт,Калининградская область,inform-expert.ru,"ул. Новый вал, 29/33, Калининград, Калининградская обл., Русија, 236039",+7 401 265-11-00
Kuzbass-Stroy,Калининградская область,inform-expert.ru,"ул. Дзержинского, 17-а, 1 офис, 3 этаж, Калининград, Калининградская обл., Русија, 236004",+7 906 213-50-89
"Td Stroymarket, Zvukoizolyatsiya Zhilykh I Kommercheskikh Pomeshcheniy",Калининградская область,inform-expert.ru,"ул. Александра Невского, 193а, Калининград, Калининградская обл., Русија, 236029",+7 401 292-06-09
Baza Bloka Na Kamskoy,Калининградская область,bazabloka.ru,"ул. Камская, 6А. 5, Калининград, Калининградская обл., Русија, 236005",+7 401 252-00-74
Instrumenty,Калининградская область,bazabloka.ru,"ул. Киевская, 147, Калининград, Калининградская обл., Русија, 236005",+7 401 244-39-87
"Vse Dlya Sada I Ogoroda, Magazin",Калининградская область,leroymerlin.ru,"Советский пр., 95, Калининград, Калининградская обл., Русија, 236023",+7 401 244-39-87
Baltrosnab,Калининградская область,baltrosnab.ru,"Шатурский пер., 11, Васильково, Калининградская обл., Русија, 238310",+7 401 251-55-66
Viplast,Калининградская область,wiplast.ru,"ул. Лейтенанта Яналова, 2, Калининград, Калининградская обл., Русија, 236023",+7 401 238-48-88
Moskeram,Калининградская область,moskeram39.ru,"ул. А. Матросова, 8, Калининград, Калининградская обл., Русија, 236005",+7 401 272-03-04
39 Sand,Калининградская область,39pesok.ru,"ул. Краснохолмская, 43, Калининград, Калининградская обл., Русија, 236009",+7 401 240-04-22
Muzhskoye Delo,Калининградская область,мужскоедело.рф,"ул. Советская, 1, Гурьевск, Калининградская обл., Русија, 238300",+7 981 470-97-97
Coal Kaliningrad,Калининградская область,vk.com,"ул. Краснохолмская, 41, Калининград, Калининградская обл., Русија, 236009",+7 963 738-51-88
Stroymir39,Калининградская область,stroymir39.ru,"ул. Генерал-лейтенанта Захарова, 2, Калининград, Калининградская обл., Русија, 236023",+7 401 276-07-97
"Aleksstroy, Remontno-Montazhnaya Kompaniya",Калининградская область,stroymir39.ru,"ул. Карла Маркса, 18, Калининград, Калининградская обл., Русија, 236022",+7 401 265-82-32
Baza Kirpicha,Калининградская область,bazakirpicha.ru,"п. Кутузово, ул. Большой окружной проезд, д.2, Калининград, Калининградская обл., Русија, 236000",+7 401 242-30-07
"Алтай, центр ограждений № 1",Калининградская область,altai-zabor.ru,"пос. Васильково, ул. Западная, 55, Калининград, Калининградская обл., Русија, 238310",+7 401 237-30-31
Tsementsnabkaliningrad,Калининградская область,cement-kaliningrad.ru,"Советский пр., 159, Калининград, Калининградская обл., Русија, 236023",+7 911 482-62-07
Ekodom Plyus Ooo,Калининградская область,cement-kaliningrad.ru,"ул. Краснокаменная, 42, Калининград, Калининградская обл., Русија, 236009",+7 401 257-40-86
Ebis - Tsentr Krovel'nykh Materialov,Калининградская область,cement-kaliningrad.ru,"Е,, ул. Калининградская, 2, Большое Исаково, Калининградская обл., Русија, 238311",+7 401 299-40-40
Stroitel'nyy Sezon,Калининградская область,cement-kaliningrad.ru,"ул. Александра Невского, 41а, Калининград, Калининградская обл., Русија, 236039",+7 401 265-10-99
Kaliningradstroymarket,Калининградская область,ksm39.ru,"ул. Энергетиков, 6А, Калининград, Калининградская обл., Русија, 236034",+7 401 252-62-86
Интернет-магазин строительных материалов «Аврора»,Калининградская область,avrora39.ru,"ул. Индустриальная, 11, Калининград, Калининградская обл., Русија, 236038",+7 401 265-84-40
Delovaya Rus',Калининградская область,bus-rus.com,"ул. Большая Окружная, 20, Калининград, Калининградская обл., Русија, 236009",+7 401 299-99-22
"Ну, ты мужик!, магазин ООО ""Сатурния""",Калининградская область,bus-rus.com,"Московский пр., 120а, Калининград, Калининградская обл., Русија, 236039",+7 906 235-32-29
Centre for Environmental Building Materials,Калининградская область,steico39.ru,"4-я Б. Окружная ул., 35, Калининград, Калининградская обл., Русија, 236009",+7 906 211-11-88
Td Russkiy Terem,Калининградская область,teremkatalog.com,"Люблинское ш., 2, Калининград, Калининградская обл., Русија, 236023",+7 401 239-18-22
PARADOR,Калининградская область,полыстеныпотолки.рф,"ул. Сержанта Колоскова, 12, Калининград, Калининградская обл., Русија, 236022",+7 981 476-10-18
Zapadnaya Tekhnicheskaya Kompaniya,Калининградская область,полыстеныпотолки.рф,"ул. Железнодорожная, 12, Калининград, Калининградская обл., Русија, 236039",+7 401 250-78-04
"""Baltseptik"" Chistyye Tekhnologii Dlya Vashego Doma",Калининградская область,балтсептик.рф,"Вишневый пер., 1, Шоссейное, Калининградская обл., Русија, 236028",+7 401 250-94-50
"СТРОЙХОЗТОВАРЫ, ИП Олиферчук С.П., официальный представитель Ревякинского металлопрокатного завода",Калининградская область,torgrevz1.ru,"ул. Олега Кошевого, 17-17а, Калининград, Калининградская обл., Русија, 236011",+7 401 275-06-07
Gur'yevskiy Zavod Penopolistirola,Калининградская область,penopolistirol-39.ru,"ул. Безымянная, 30, Гурьевск, Калининградская обл., Русија, 238300",+7 401 250-97-63
"New walls, decorative paints and plasters",Калининградская область,kraski39.ru,"ул. Калининградская, 2д, Большое Исаково, Калининградская обл., Русија, 238311",+7 401 220-13-02
Ooo Inform M-N Iskorka,Калининградская область,inform-expert.ru,"пр-т. Ленинский, 21-25, Калининград, Калининградская обл., Русија, 236006",+7 401 265-11-00
Denis,Калининградская область,inform-expert.ru,"ул. Дениса Давыдова, 26, Калининград, Калининградская обл., Русија, 236019",+7 401 296-58-62
Kerasfera Na Sel'me,Калининградская область,kerasfera.ru,"ул. Юрия Маточкина, 2А, Калининград, Калининградская обл., Русија, 236029",+7 401 231-05-00
"Atomoto, Magazin Sel'skokhozyaystvennoy Tekhniki I Kommunal'nogo Oborudovaniya",Калининградская область,tehnotrade39.ru,"Г, Калининградская обл., Россия 236011, улица аллея Смелых, 31, Калининград, Калининградская обл., Русија, 236011",+7 401 272-21-40
Interio Decor,Калининградская область,tehnotrade39.ru,"ул. Тихорецкая, 2Б, Калининград, Калининградская обл., Русија, 236005",+7 921 006-97-93
