Name,Phone,Address,Website
"Ooo ""Skk""",+7 821 225-66-36,"ул. Печорская, 50, Сыктывкар, Респ. Коми, Русија, 167000",skkomi.ru
Benilyuks,+7 821 674-99-63,"Пионергорский пр-д, 3, Ухта, Респ. Коми, Русија, 169319",beniluks.ru
"Snabzhenets, Magazin",+7 821 674-99-63,"ул. Машиностроителей, 4/3, Ухта, Респ. Коми, Русија, 169300",beniluks.ru
Magazin Upravdom,+7 821 674-99-63,"б-р Пищевиков, 24, Строительный, Респ. Коми, Русија, 169908",beniluks.ru
Tyap-Lyap Magazin,+7 821 516-58-65,"Димитрова ул. 11/А, Воркута, Коми респ., 169912, Воркута, Респ. Коми, Русија, 169912",beniluks.ru
Premix,+7 912 863-99-88,"Тентюковская ул., 427/2, Сыктывкар, Респ. Коми, Русија, 167000",beniluks.ru
Stroykomplektkomi,+7 912 863-99-88,"ул. Печорская, 50, Сыктывкар, Респ. Коми, Русија, 167000",skkomi.ru
Smzreal,+7 821 224-24-61,"Сысольское ш., 7/3, Сыктывкар, Респ. Коми, Русија, 167000",smzreal.ru
"Palitra, Magazin Otdelochnykh Materialov",+7 821 257-79-06,"ул. Огородная, 6, Сыктывкар, Респ. Коми, Русија, 167000",smzreal.ru
Stroymaterialy-K,+7 821 229-19-01,"Коммунистическая ул. 7, ТЦ Звездный, Сыктывкар, Коми респ., 167000, Сыктывкар, Респ. Коми, Русија, 167000",smzreal.ru
Stroy-Ekonom,+7 821 427-17-32,"ул. Булгаковой, 22, Печора, Респ. Коми, Русија, 169600",vk.com
"Stroyberi, Magazin",+7 821 223-91-21,"ул. Колхозная, 44/2, Сыктывкар, Респ. Коми, Русија, 167000",s-be.ru
Al'fatorg,+7 821 221-10-50,"ул. Колхозная, 52/2, Сыктывкар, Респ. Коми, Русија, 167004",s-be.ru
Stroyberi,+7 821 221-10-50,"Ухтинское ш., 4, Сыктывкар, Респ. Коми, Русија, 167026",s-be.ru
Fanera-Severa.rf,+7 909 120-46-44,"ул. Молодёжная, 2/2, Жешарт, Респ. Коми, Русија, 169045",s-be.ru
Teplovik-Stroymaterialy,+7 821 675-66-00,"1В, Уральская ул., Ухта, Респ. Коми, Русија, 169302",s-be.ru
Магазин СтройМатериалов,+7 821 675-66-00,"Октябрьская ул., 18, Ярега, Респ. Коми, Русија, 169347",s-be.ru
Gals,+7 821 674-22-94,"ул. Заводская, 3, Ухта, Респ. Коми, Русија, 169300",isover.ru
Kvartirnyy Vopros,+7 821 444-25-93,"ул. Строителей, 4, Усинск, Респ. Коми, Русија, 169711",isover.ru
"""Zhalyuzibra""",+7 821 677-73-45,"пр. Ленина, 6, Ухта, Респ. Коми, Русија, 169312",zhaluzibra.ru
Ideya Parketa,+7 912 501-09-09,"пр. Космонавтов, 7, Ухта, Респ. Коми, Русија, 169300",zhaluzibra.ru
"Ooo ""Stroytorg"" Usinsk",+7 821 444-53-56,"Промышленная ул., 26/4, Усинск, Респ. Коми, Русија, 169710",zhaluzibra.ru
Khozmir,+7 821 444-53-56,"ул. Свердлова, 10к1, Жешарт, Респ. Коми, 169045, ул. Свердлова, 10 корпус 1, Жешарт, Респ. Коми, Русија, 169045",zhaluzibra.ru
"Khoztorg, Khozyaystvennyy Magazin",+7 821 262-73-24,"ул. Мира, 48, лит. А, Сыктывкар, Респ. Коми, Русија, 167000",zhaluzibra.ru
Magazin Otdelochnykh Materialov,+7 821 220-23-29,"Огородная ул., 2, склад № 8, Сыктывкар, Респ. Коми, Русија, 167031",vk.com
"Baza ""Severnyye Stroymaterialy""",+7 821 677-83-88,"Станционная ул., 6, Ухта, Респ. Коми, Русија, 169304",vk.com
Novinka,+7 821 429-50-15,"ул. Интернациональная, 8, 8, Кожва, Респ. Коми, Русија, 169663",vk.com
"Promsnabkomi, Ooo",+7 821 226-08-40,"ул. Коммунистическая, 7, Сыктывкар, Респ. Коми, Русија, 167000",vk.com
Vodaley,+7 821 226-08-40,"Troitsko-Pechorsk, Komi Republic, Русија, 169420",vk.com
Kirpich,+7 821 226-08-40,"Пермская ул., 30/1, Сыктывкар, Респ. Коми, Русија, 167009",vk.com
Doska Pola,+7 821 226-08-40,"Октябрьский пр., 131/4, Сыктывкар, Респ. Коми, Русија, 167000",vk.com
Napol'nyye Pokrytiya,+7 821 226-08-40,"пр. Космонавтов, 7, Ухта, Респ. Коми, Русија, 169300",vk.com
"Magazin Santekhniki ""Magnit""",+7 821 226-08-40,"ул. Советская, 35, Печора, Респ. Коми, Русија, 169601",vk.com
"Magazin Master Avtoaksessuarov I Masel, Instrument",+7 900 978-09-99,"1-я Промышленная ул., Сыктывкар, Респ. Коми, Русија, 167022",vk.com
QUICK STEP,+7 821 244-60-45,"ул. Пушкина, 63, Сыктывкар, Респ. Коми, Русија, 167000",syktyvkar.quickstep.ru
Vso Dlya Krovli I Fasada,+7 821 246-90-46,"Северная ул., 81, Сыктывкар, Респ. Коми, Русија, 167009",syktyvkar.krovli-fasadi.ru
"Santekhnika,",+7 821 246-90-46,"Интернациональная ул., 57, Ухта, Респ. Коми, Русија, 169300",syktyvkar.krovli-fasadi.ru
Mirta,+7 821 246-90-46,"ул. Дзержинского, 98, Емва, Респ. Коми, Русија, 169200",syktyvkar.krovli-fasadi.ru
Stroy-Tsentr,+7 821 246-90-46,"Пермская ул., 1/14, Сыктывкар, Респ. Коми, Русија, 167009",syktyvkar.krovli-fasadi.ru
Tbm,+7 821 223-94-23,"Октябрьский пр., 131/6, Сыктывкар, Респ. Коми, Русија, 167000",tbm.ru
Ekopol,+7 821 229-66-68,"ул. Морозова, 133, Сыктывкар, Респ. Коми, Русија, 167002",tbm.ru
Irina Magazin,+7 821 444-36-60,"Строителей ул. 13/А, Усинск, Коми респ., 169711, Усинск, Респ. Коми, Русија, 169711",tbm.ru
"Khozyain, Magazin Stroitel'no-Otdelochnykh Materialov",+7 821 255-93-07,"ул. Орджоникидзе, 16, Сыктывкар, Русија, 167000",tbm.ru
Avangard,+7 821 255-93-07,"Комсомольская ул., 2/2, Сосногорск, Респ. Коми, Русија, 169500",tbm.ru
"Stroitel'nyy Mir,",+7 821 256-80-92,"ул. Колхозная, 56/3, Сыктывкар, Респ. Коми, Русија, 167002",tbm.ru
Salon Keramicheskoy Plitki,+7 912 955-99-03,"ул. Пионерская, 12, Ухта, Респ. Коми, Русија, 169300",tbm.ru
Oktyabr',+7 912 955-99-03,"9, Печорский пр-т., Печора, Респ. Коми, Русија, 169600",tbm.ru
Khatka Ooo,+7 821 257-87-01,"Сыктывкар, Коми респ., 167009, Школьная ул., 29, Сыктывкар, Респ. Коми, Русија, 167009",хатка11.рф
"Pechki-Lavochki, Magazin",+7 908 710-44-54,"Ухтинское ш., 12, Сыктывкар, Респ. Коми, Русија, 169100",p-lavochki.com
"SHOPSAN.RU, магазин сантехники",+7 965 860-68-08,"ул. Куратова, 79, Сыктывкар, Респ. Коми, Русија, 167000",shopsan.ru
Stroydvor Polatovo,+7 821 256-75-15,"ул. Маркова, 12, Сыктывкар, Респ. Коми, Русија, 167000",polatovo.com
"Torgovyy Dom ""Krepezh""",+7 821 256-75-15,"ул. Булгаковой, 2Д, Печора, Респ. Коми, Русија, 169600",polatovo.com
Parus,+7 821 672-32-58,"Комсомольская пл., 5, Ухта, Респ. Коми, Русија, 169313",parus-komi.ru
Arista,+7 821 229-61-11,"Новая ул., 1/6, Сыктывкар, Респ. Коми, Русија, 167009",arista-rk.ru
Khozservis,+7 821 229-61-11,"Inta, Komi Republic, Русија, 169840",arista-rk.ru
Timan Magazin,+7 821 444-12-02,"Комсомольская ул. 20/А, Усинск, Коми респ., 169711, Усинск, Респ. Коми, Русија, 169711",arista-rk.ru
GrossHaus,+7 821 229-11-63,"Коммунистическая ул., 31, Емва, Респ. Коми, Русија, 169200",250505.ru
Granit Tsentr,+7 821 516-80-69,"Vorkuta, Komi Republic, Русија, 169915",250505.ru
"""Enkor""",+7 821 674-42-70,"ул. Сенюкова, 2а, Ухта, Респ. Коми, Русија, 169300",enkor.ru
Stroy Dvor Torgovaya Kompaniya,+7 821 232-15-85,"Лесопарковая ул., 12/4, Сыктывкар, Респ. Коми, Русија, 167023",stroydvor11.ru
"Metiz, Set' Magazinov Krepezhnykh Izdeliy",+7 904 271-52-26,"ул. Заводская, 21/1, Сыктывкар, Респ. Коми, Русија, 167000",метиз-сыктывкар.рф
"Magazin ""Tekhkomplekt""",+7 996 590-99-91,"Печорский пр-т., 56, Печора, Респ. Коми, Русија, 169600",метиз-сыктывкар.рф
Tarkett,+7 996 590-99-91,"ул. 40 Лет Коми, 3/16, Ухта, Респ. Коми, Русија, 169300",метиз-сыктывкар.рф
"Stroyberi, Magazin Stroitel'nykh Materialov",+7 821 221-10-29,"Сысольское ш., 3/2, Сыктывкар, Русија, 167000",метиз-сыктывкар.рф
Торговый Дом Строитель,+7 401 277-72-39,"ул. Юрия Гагарина, 239, Калининград, Калининградская обл., Русија, 236038",tdstroitel.ru
"Stroitel'nyye I Otdelochnyye Materialy ""Som"" Magazin",+7 401 513-15-28,"ул. Гранитная, 8, Гурьевск, Калининградская обл., Русија, 238300",tdstroitel.ru
Td Stroitel',+7 401 513-15-28,"ул. Суворова, 54А/2, Калининград, Калининградская обл., Русија, 236005",tdstroitel.ru
"Rapchinskiy V.v., Magazin Stroitel'nykh Tovarov",+7 401 513-15-28,"ул. Дзержинского, 117, Калининград, Калининградская обл., Русија, 236004",tdstroitel.ru
"Torgovyy Dom ""Printsip"", Set' Magazinov Stroitel'nykh Materialov",+7 401 296-00-90,"Проспект Победы 139А ул.Камская 2Б, склад №1, Советский пр., 186, корп.1, Калининград, Калининградская обл., Русија, 236010",princip39.ru
Perminovstroy Stroitel'nyye Materialy,+7 963 290-47-55,"ул. Горького, 283 А, Калининград, Калининградская обл., Русија, 236001",перминов-строй.рф
СМАРТ магазин строительных материалов,+7 401 231-18-55,"Советский пр., 159, Калининград, Калининградская обл., Русија, 236023",smartkd.ru
"БСМ, База стройматериалов",+7 401 299-95-55,"ул. Александра Невского, 205, Калининград, Калининградская обл., Русија, 236029",baza-bsm.ru
"Sigran, Magazin Stroitel'nykh Tovarov",+7 401 297-56-12,"Тихорецкий туп., 1/3, Калининград, Калининградская обл., Русија, 236011",baza-bsm.ru
Td Stroypartner,+7 401 273-23-97,"ул. Энергетиков, 4, Калининград, Калининградская обл., Русија, 236034",baza-bsm.ru
"Ooo ""Kma39""",+7 401 253-81-91,"ул. Эльблонгская, 30, Калининград, Калининградская обл., Русија, 236039",baza-bsm.ru
"Stroitel'nyye Materialy Khozyain, Magazin",+7 401 251-45-75,"ул. Балтийская, 53, Гурьевский р-н, пос. Малое Исаково, Калининградская обл., Русија, 238310",baza-bsm.ru
Baucenter,+7 401 299-93-00,"Гурьевский р-н, ул. Московский проспект 1-й съезд, Калининград, Калининградская обл., Русија, 238311",baucenter.ru
Our store,+7 401 258-39-60,"ул. Колхозная, 26, Калининград, Калининградская обл., Русија, 238324",baucenter.ru
ID СТРОЙ,+7 401 267-46-25,"ул. Гранитная, 1, Гурьевск, Калининградская обл., Русија, 238300",baucenter.ru
Eko-Pol,+7 401 250-92-26,"пр-т. Мира, 84, пав. 36, Калининград, Калининградская обл., Русија, 236010",eco-pol.com
Принцип Торг,+7 401 296-00-90,"пр-т Победы, 139А, Калининград, Калининградская обл., Русија, 236010",princip39.ru
Chrisal,+7 909 777-96-01,"ул. Мусоргского, 19, Офис 4, Калининград, Калининградская обл., Русија, 236029",princip39.ru
"Ooo ""Vest Treyd""",+7 401 237-94-44,"ул. Индустриальная, 3, Калининград, Калининградская обл., Русија, 236038",вт39.рф
"Shop ""Nail""",+7 911 460-90-74,"ул. Флотская, 9, Калининград, Калининградская обл., Русија, 236006",gvozd39.ru
"Мегаполис, Строительные Материалы",+7 401 299-81-67,"пр-т. Мира, 142, Калининград, Калининградская обл., Русија, 236010",megapolys.com
"""Fanfiks"" Torgovaya Stroitel'naya Kompaniya. Stroitel'nyye Materialy V Kaliningrade",+7 401 246-61-14,"ул. Краснокаменная, 44а, Калининград, Калининградская обл., Русија, 236001",fanfix.ru
Stroy-Kaliningrad,+7 401 246-61-14,"пр-т. Ленинский, 32, Калининград, Калининградская обл., Русија, 236006",fanfix.ru
"Ruck Zuck, Магазин",+7 401 253-32-20,"ул. Полоцкая, 1, ТЦ МАСТЕР, Калининград, Калининградская обл., Русија, 236039",fanfix.ru
Knauf,+7 401 252-34-55,"пр-т. Мира, 136, Офис 330, Калининград, Калининградская обл., Русија, 236010",knauf.ru
KOSBUD,+7 401 256-50-70,"ул. Промышленная, 1 к3, Калининград, Калининградская обл., Русија, 236029",kosbud.com.pl
Silk Plaster Калининград,+7 401 292-08-42,"ул. Генерала Челнокова, 42, Калининград, Калининградская обл., Русија, 236001",silkhouse39.ru
Trade Guild,+7 962 256-96-69,"а, ул. Индустриальная, 3а, Невское, Калининградская обл., Русија, 238324",gildiya39.ru
LION СТРОЙ & ХОЗМАРКЕТ,+7 911 466-45-79,"ул. Дрожжевая, 1а, Калининград, Калининградская обл., Русија, 238300",gildiya39.ru
Amega-Stroy - Krovel'nyye I Fasadnyye Materialy,+7 967 042-00-58,"Люблинское ш., д 42, Калининград, Калининградская обл., Русија, 236019",amegastroi.ru
Torgovyy Dom Raskras,+7 401 252-38-48,"Третьяковская ул., 2, Калининград, Калининградская обл., Русија, 236023",raskras39.ru
Yevrostil',+7 401 259-09-95,"ал. Каштановая, 177Б, Калининград, Калининградская обл., Русија, 236023",eurostyle-kld.ru
"Kar-Vit, Magazin Otdelochnykh Materialov I Santekhniki",+7 401 273-22-65,"ул. Дзержинского, 246, Калининград, Калининградская обл., Русија, 236034",eurostyle-kld.ru
Qmix,+7 401 252-27-77,"283, ул. Горького, Калининград, Калининградская обл., Русија, 236029",qmix.pro
Apriori,+7 401 290-07-75,"ТЦ ""Балтик Престиж"", пл. Маршала Василевского, 2, Калининград, Калининградская обл., Русија, 236006",apriori-kd.ru
"ООО ""Капелев и М""",+7 401 292-08-07,"ул. Безымянная, 2, Гурьевск, Калининградская обл., Русија, 238300",kapelev.ru
Dveri V Dom,+7 401 292-08-07,"Kaliningrad Oblast, Русија, 236029",kapelev.ru
"Ooo ""Mtv Plyus""",+7 401 257-32-68,"Туруханская ул., 1, Калининград, Калининградская обл., Русија, 236019",kapelev.ru
Construction and household goods,+7 401 268-77-77,"ул. Дзержинского, 117, Калининград, Калининградская обл., Русија, 236034",kapelev.ru
Grandpesok39,+7 902 422-41-82,"ул. Безымянная, 13, Гурьевск, Калининградская обл., Русија, 238300",kapelev.ru
Gidroprof,+7 401 251-08-02,"ул. Толбухина, 20, Калининград, Калининградская обл., Русија, 236001",gidrobet.ru
Elementy Doma Sklad,+7 401 231-08-21,"ул. Большая Окружная, 3 А, Невское, Калининградская обл., Русија, 236029",elementdoma.ru
"Printsip, Magazin",+7 401 265-02-72,"ул. Камская, 2-а, Склад 1, Калининград, Русија, 236005",princip39.ru
Lkm-Servis,+7 401 263-68-36,"ул. Суворова, 54, Калининград, Калининградская обл., Русија, 236005",princip39.ru
"Khozstroysnab-Ugol', Drova, Tsement, Brikety Kaliningrad",+7 981 450-25-32,"Советский пр., 192А, Калининград, Калининградская обл., Русија, 236023",hst-kaliningrad.ru
dcm39,+7 401 290-70-90,"Московский пр., 40, Калининград, Калининградская обл., Русија, 236000",dcm39.ru
Umnyy Dom Kaliningrad,+7 911 460-25-56,"ул. Профессора Баранова, 31, Калининград, Калининградская обл., Русија, 236029",fulogy.ru
Shop roofing and facade materials Villa-Balt,+7 401 266-02-22,"ул. Камская, 63, Калининград, Калининградская обл., Русија, 236000",villa-balt.com
Dobornyye Elementy Dlya Krovli I Sten,+7 401 277-88-48,"ул. Космонавта Леонова, 49A, Калининград, Калининградская обл., Русија, 236006",villa-balt.com
Klondayk,+7 401 231-18-01,"Советский пр., 159ж, Калининград, Калининградская обл., Русија, 236023",villa-balt.com
Detali,+7 908 290-03-54,"ул. Железнодорожная, 41, Калининград, Калининградская обл., Русија, 236039",detals.su
Ooo Rapid,+7 401 238-88-24,"ул. Большая Окружная, 6, Калининград, Калининградская обл., Русија, 236039",rapidkld.ru
Cork House,+7 401 291-21-02,"64A RU-KGD RU 236028, улица Космонавта Леонова, Калининград, Калининградская обл., Русија, 236023",corkdom39.com
Sadovyy I Stroitel'nyy Instrument,+7 401 291-21-02,"ул. Киевская, 124, Калининград, Калининградская обл., Русија, 236005",corkdom39.com
Pesok Kaliningrad,+7 906 239-81-73,"ул. Партизана Железняка, 19, Калининград, Калининградская обл., Русија, 236038",material39.ru
"Tsentr Blagoustroystva ""Baltiyskiye Landshafty""",+7 963 737-87-02,"ул. Мусоргского, 10, Калининград, Калининградская обл., Русија, 236022",sadfasad.wixsite.com
Dom&Decor,+7 401 256-53-75,"пр-т Победы, 157А, Калининград, Калининградская обл., Русија, 236010",dom-decor.com
Tekhnoizol,+7 401 251-53-11,"ул. Юрия Гагарина, 230, Калининград, Калининградская обл., Русија, 236038",tehnoizol39.ru
KLESTER System,+7 800 350-35-60,"ул. Большая Окружная, улица, 18, Калининград, Калининградская обл., Русија, 236009",klester.ru
"Obshchestvo S Ogranichennoy Otvetstvennost'yu ""Internet Resheniya Prozon.ru""",+7 800 300-72-13,"236039, 3 этаж, к.301, ул. Портовая, 45а, Калининград, Калининградская обл., Русија, 236006",prozon.ru
Klinker,+7 401 265-59-47,"ул. Портовая, 34, Калининград, Калининградская обл., Русија, 236000",prozon.ru
Информ-Эксперт,+7 401 265-11-00,"ул. Новый вал, 29/33, Калининград, Калининградская обл., Русија, 236039",inform-expert.ru
Kuzbass-Stroy,+7 906 213-50-89,"ул. Дзержинского, 17-а, 1 офис, 3 этаж, Калининград, Калининградская обл., Русија, 236004",inform-expert.ru
"Td Stroymarket, Zvukoizolyatsiya Zhilykh I Kommercheskikh Pomeshcheniy",+7 401 292-06-09,"ул. Александра Невского, 193а, Калининград, Калининградская обл., Русија, 236029",inform-expert.ru
Baza Bloka Na Kamskoy,+7 401 252-00-74,"ул. Камская, 6А. 5, Калининград, Калининградская обл., Русија, 236005",bazabloka.ru
Instrumenty,+7 401 244-39-87,"ул. Киевская, 147, Калининград, Калининградская обл., Русија, 236005",bazabloka.ru
"Vse Dlya Sada I Ogoroda, Magazin",+7 401 244-39-87,"Советский пр., 95, Калининград, Калининградская обл., Русија, 236023",leroymerlin.ru
Baltrosnab,+7 401 251-55-66,"Шатурский пер., 11, Васильково, Калининградская обл., Русија, 238310",baltrosnab.ru
Viplast,+7 401 238-48-88,"ул. Лейтенанта Яналова, 2, Калининград, Калининградская обл., Русија, 236023",wiplast.ru
Moskeram,+7 401 272-03-04,"ул. А. Матросова, 8, Калининград, Калининградская обл., Русија, 236005",moskeram39.ru
39 Sand,+7 401 240-04-22,"ул. Краснохолмская, 43, Калининград, Калининградская обл., Русија, 236009",39pesok.ru
Muzhskoye Delo,+7 981 470-97-97,"ул. Советская, 1, Гурьевск, Калининградская обл., Русија, 238300",мужскоедело.рф
Coal Kaliningrad,+7 963 738-51-88,"ул. Краснохолмская, 41, Калининград, Калининградская обл., Русија, 236009",vk.com
Stroymir39,+7 401 276-07-97,"ул. Генерал-лейтенанта Захарова, 2, Калининград, Калининградская обл., Русија, 236023",stroymir39.ru
"Aleksstroy, Remontno-Montazhnaya Kompaniya",+7 401 265-82-32,"ул. Карла Маркса, 18, Калининград, Калининградская обл., Русија, 236022",stroymir39.ru
Baza Kirpicha,+7 401 242-30-07,"п. Кутузово, ул. Большой окружной проезд, д.2, Калининград, Калининградская обл., Русија, 236000",bazakirpicha.ru
"Алтай, центр ограждений № 1",+7 401 237-30-31,"пос. Васильково, ул. Западная, 55, Калининград, Калининградская обл., Русија, 238310",altai-zabor.ru
Tsementsnabkaliningrad,+7 911 482-62-07,"Советский пр., 159, Калининград, Калининградская обл., Русија, 236023",cement-kaliningrad.ru
Ekodom Plyus Ooo,+7 401 257-40-86,"ул. Краснокаменная, 42, Калининград, Калининградская обл., Русија, 236009",cement-kaliningrad.ru
Ebis - Tsentr Krovel'nykh Materialov,+7 401 299-40-40,"Е,, ул. Калининградская, 2, Большое Исаково, Калининградская обл., Русија, 238311",cement-kaliningrad.ru
Stroitel'nyy Sezon,+7 401 265-10-99,"ул. Александра Невского, 41а, Калининград, Калининградская обл., Русија, 236039",cement-kaliningrad.ru
Kaliningradstroymarket,+7 401 252-62-86,"ул. Энергетиков, 6А, Калининград, Калининградская обл., Русија, 236034",ksm39.ru
Интернет-магазин строительных материалов «Аврора»,+7 401 265-84-40,"ул. Индустриальная, 11, Калининград, Калининградская обл., Русија, 236038",avrora39.ru
Delovaya Rus',+7 401 299-99-22,"ул. Большая Окружная, 20, Калининград, Калининградская обл., Русија, 236009",bus-rus.com
"Ну, ты мужик!, магазин ООО ""Сатурния""",+7 906 235-32-29,"Московский пр., 120а, Калининград, Калининградская обл., Русија, 236039",bus-rus.com
Centre for Environmental Building Materials,+7 906 211-11-88,"4-я Б. Окружная ул., 35, Калининград, Калининградская обл., Русија, 236009",steico39.ru
Td Russkiy Terem,+7 401 239-18-22,"Люблинское ш., 2, Калининград, Калининградская обл., Русија, 236023",teremkatalog.com
PARADOR,+7 981 476-10-18,"ул. Сержанта Колоскова, 12, Калининград, Калининградская обл., Русија, 236022",полыстеныпотолки.рф
Zapadnaya Tekhnicheskaya Kompaniya,+7 401 250-78-04,"ул. Железнодорожная, 12, Калининград, Калининградская обл., Русија, 236039",полыстеныпотолки.рф
"""Baltseptik"" Chistyye Tekhnologii Dlya Vashego Doma",+7 401 250-94-50,"Вишневый пер., 1, Шоссейное, Калининградская обл., Русија, 236028",балтсептик.рф
"СТРОЙХОЗТОВАРЫ, ИП Олиферчук С.П., официальный представитель Ревякинского металлопрокатного завода",+7 401 275-06-07,"ул. Олега Кошевого, 17-17а, Калининград, Калининградская обл., Русија, 236011",torgrevz1.ru
Gur'yevskiy Zavod Penopolistirola,+7 401 250-97-63,"ул. Безымянная, 30, Гурьевск, Калининградская обл., Русија, 238300",penopolistirol-39.ru
"New walls, decorative paints and plasters",+7 401 220-13-02,"ул. Калининградская, 2д, Большое Исаково, Калининградская обл., Русија, 238311",kraski39.ru
Ooo Inform M-N Iskorka,+7 401 265-11-00,"пр-т. Ленинский, 21-25, Калининград, Калининградская обл., Русија, 236006",inform-expert.ru
Denis,+7 401 296-58-62,"ул. Дениса Давыдова, 26, Калининград, Калининградская обл., Русија, 236019",inform-expert.ru
Kerasfera Na Sel'me,+7 401 231-05-00,"ул. Юрия Маточкина, 2А, Калининград, Калининградская обл., Русија, 236029",kerasfera.ru
"Atomoto, Magazin Sel'skokhozyaystvennoy Tekhniki I Kommunal'nogo Oborudovaniya",+7 401 272-21-40,"Г, Калининградская обл., Россия 236011, улица аллея Смелых, 31, Калининград, Калининградская обл., Русија, 236011",tehnotrade39.ru
Interio Decor,+7 921 006-97-93,"ул. Тихорецкая, 2Б, Калининград, Калининградская обл., Русија, 236005",tehnotrade39.ru
